;identifiant_station;nom_station;station_en_fonctionnement;capacité_de_la_station;nombre_bornettes_libres;nombre_total_vélos_disponibles;vélos_mécaniques_disponibles;vélos_électriques_disponibles;borne_de_paiement_disponible;retour_vélib_possible;actualisation_de_la_donnée;coordonnées;commune;code_insee;departement;localisation
1073;1025;Oratoire - Rivoli;True;18;4;12;8;4;True;True;2025-06-03 12:58:33+00:00;48.861342760889, 2.3400047421455;Paris;75056;Paris;2 Rue de l'Oratoire, 75001 Paris, France
1074;2006;Place des Victoires;True;24;4;20;13;7;True;True;2025-06-03 12:58:59+00:00;48.8660354, 2.3420333;Paris;75056;Paris;5 Rue d'Aboukir, 75002 Paris, France
1075;2008;Mairie du 2ème;True;28;7;21;13;8;True;True;2025-06-03 12:58:33+00:00;48.8672190355135, 2.3404625437747044;Paris;75056;Paris;11 Rue de la Banque, 75002 Paris, France
1076;2020;Danielle Casanova - Opéra;True;20;5;14;13;1;True;True;2025-06-03 12:58:14+00:00;48.867643242297, 2.3333894088864;Paris;75056;Paris;2 Rue Danielle Casanova, 75002 Paris, France
1077;1026;Place du Lieutenant Henri Karcher;True;30;0;29;22;7;True;True;2025-06-03 12:56:26+00:00;48.863490871724466, 2.3400671035051346;Paris;75056;Paris;12 Rue du Colonel Driant, 75001 Paris, France
1078;10201;Magenta - Chabrol;True;24;19;4;2;2;True;True;2025-06-03 12:54:16+00:00;48.876495350882, 2.3560990020633;Paris;75056;Paris;122 Rue du Faubourg Saint-Denis, 75010 Paris, France
1079;18015;Custine - Ramey;True;41;36;5;0;5;True;True;2025-06-03 12:58:02+00:00;48.888735896947, 2.3469526693225;Paris;75056;Paris;23 Rue Custine, 75018 Paris, France
1080;12016;Saint-Mande - Picpus;True;35;30;5;2;3;True;True;2025-06-03 12:58:35+00:00;48.845127728278, 2.4015686296482;Paris;75056;Paris;43 Avenue de Saint-Mandé, 75012 Paris, France
1081;15040;Saint-Amand - Labrouste;True;36;29;6;3;3;True;True;2025-06-03 12:49:33+00:00;48.834097274832295, 2.3087677359581;Paris;75056;Paris;26 Rue Saint-Amand, 75015 Paris, France
1082;23301;Les Blagis;True;27;7;19;16;3;True;True;2025-06-03 12:57:41+00:00;48.785205, 2.302526;Sceaux;92071;Hauts-de-Seine;70 Avenue Jean Perrin, 92330 Sceaux, France
1083;6026;Saint-Placide - Cherche Midi;True;66;59;4;4;0;True;True;2025-06-03 12:56:19+00:00;48.8490535919234, 2.325317971408367;Paris;75056;Paris;28 Rue Saint-Placide, 75006 Paris, France
1084;42210;Victor Hugo - Paul Eluard;True;32;4;26;25;1;True;True;2025-06-03 12:57:21+00:00;48.819602554907, 2.4114319673051;Charenton-le-Pont;94018;Val-De-Marne;15 Rue Victor Hugo, 94220 Charenton-le-Pont, France
1085;1023;Saint-Honoré - Musée du Louvre;True;32;12;17;12;5;True;True;2025-06-03 12:58:43+00:00;48.863443132848, 2.3348781846405;Paris;75056;Paris;163 Rue Saint-Honoré, 75001 Paris, France
1086;44008;Youri Gagarine - Commune de Paris;True;33;1;27;17;10;True;True;2025-06-03 12:57:19+00:00;48.782427463041, 2.3939734697342;Vitry-sur-Seine;94081;Val-De-Marne;2 Avenue de la Commune de Paris, 94400 Vitry-sur-Seine, France
1087;17021;Jouffroy d'Abbans - Villiers;True;34;30;3;2;1;True;True;2025-06-03 12:59:04+00:00;48.884215547037, 2.3056533560157;Paris;75056;Paris;65 Rue Jouffroy d'Abbans, 75017 Paris, France
1088;23303;Gare de Robinson;True;30;25;4;3;1;True;True;2025-06-03 12:58:30+00:00;48.7799259211605, 2.281828634440899;Sceaux;92071;Hauts-de-Seine;8 Avenue de la Gare, 92330 Sceaux, France
1089;3007;Archives - Pastourelle;True;28;17;10;8;2;True;True;2025-06-03 12:56:14+00:00;48.8623615, 2.3595041;Paris;75056;Paris;74 Rue des Archives, 75003 Paris, France
1090;15018;Dutot - Place Alleray;True;56;52;4;1;3;True;True;2025-06-03 12:56:43+00:00;48.836826091766, 2.3071701095578;Paris;75056;Paris;83 Rue Dutot, 75015 Paris, France
1091;28005;Jean Jaurès - Paul Lafargue;True;28;3;24;15;9;True;True;2025-06-03 12:58:55+00:00;48.884933177666, 2.2484488785267;Puteaux;92062;Hauts-de-Seine;20 Rue Jean Jaurès, 92800 Puteaux, France
1092;20048;Bagnolet - Place Saint-Blaise;True;28;25;3;1;2;True;True;2025-06-03 12:58:21+00:00;48.85973, 2.40334;Paris;75056;Paris;108 Rue de Bagnolet, 75020 Paris, France
1093;35005;Quai de l'Aisne - Général Leclerc;True;27;18;8;3;5;True;True;2025-06-03 12:58:32+00:00;48.895713, 2.400571;Pantin;93055;Seine-Saint-Denis;41 Avenue du Général Leclerc, 93500 Pantin, France
1094;10166;Strasbourg - Saint-Denis;True;16;4;10;4;6;True;True;2025-06-03 12:57:27+00:00;48.869601642433, 2.3542908579111;Paris;75056;Paris;3 Boulevard de Strasbourg, 75010 Paris, France
1095;12166;Parc Floral du Bel Air;True;25;14;10;7;3;True;True;2025-06-03 12:55:25+00:00;48.839285711865735, 2.438560165464878;Paris;75056;Paris;110 Route de la Pyramide, 75012 Paris, France
1096;45004;République - Louis Loucheur;True;37;13;23;11;12;True;True;2025-06-03 12:56:09+00:00;48.823549261189, 2.5101865455508;Champigny-sur-Marne;94017;Val-De-Marne;2 Rue Germinal, 94500 Champigny-sur-Marne, France
1097;22603;Place de la Division Leclerc;True;34;32;2;1;1;True;True;2025-06-03 12:50:40+00:00;48.793824988636516, 2.2731140430551027;Fontenay-aux-Roses;92032;Hauts-de-Seine;2 Chemin de la Fosse Bazin, 92140 Clamart, France
1098;6015;André Mazet - Saint-André des Arts;True;55;33;22;10;12;True;True;2025-06-03 12:58:19+00:00;48.85375581057431, 2.3390958085656166;Paris;75056;Paris;12 Rue André Mazet, 75006 Paris, France
1099;16010;Belles Feuilles - Place de Mexico;True;23;17;5;0;5;True;True;2025-06-03 12:56:34+00:00;48.865804746474, 2.2829206287861;Paris;75056;Paris;3 Rue des Belles Feuilles, 75116 Paris, France
1100;32605;Mairie;True;20;17;3;0;3;True;True;2025-06-03 12:57:50+00:00;48.87914304162, 2.4163350908311;Les Lilas;93045;Seine-Saint-Denis;15 Rue Jean Poulmarch, 93260 Les Lilas, France
1101;23042;André Theuriet - Blagis;True;30;8;22;21;1;True;True;2025-06-03 12:58:30+00:00;48.77977325745441, 2.3130525648593903;Bourg-la-Reine;92014;Hauts-de-Seine;1 Rue André Theuriet, 92340 Bourg-la-Reine, France
1102;17202;Mariotte - Batignolles;True;20;16;4;1;3;True;True;2025-06-03 12:53:49+00:00;48.884571659595, 2.321469503475;Paris;75056;Paris;20b Rue des Batignolles, 75017 Paris, France
1103;42019;Lampes;True;43;8;34;33;1;True;True;2025-06-03 12:55:58+00:00;48.81152481985875, 2.4017931148409843;Ivry-sur-Seine;94041;Val-De-Marne;53bis Rue Maurice Gunsbourg, 94200 Ivry-sur-Seine, France
1104;12202;Charenton - Wattignies;True;40;38;2;2;0;True;True;2025-06-03 12:55:19+00:00;48.836919119234, 2.3916775206425;Paris;75056;Paris;2 Rue de Wattignies, 75012 Paris, France
1105;32020;Jules Guesdes - Carnot;True;16;8;7;4;3;True;True;2025-06-03 12:58:04+00:00;48.93828169931872, 2.3508992046117783;Saint-Denis;93066;Seine-Saint-Denis;30 Boulevard Carnot, 93200 Saint-Denis, France
1106;23206;Béranger - Félix Faure;True;28;26;0;0;0;True;True;2025-06-03 12:49:50+00:00;48.80404828621485, 2.2848263373723436;Châtillon;92020;Hauts-de-Seine;28 Boulevard Félix Faure, 92320 Châtillon, France
1107;9019;Victor Massé - Jean-Baptiste Pigalle;True;18;16;2;0;2;True;True;2025-06-03 12:58:46+00:00;48.8811043724, 2.3366955667734;Paris;75056;Paris;36 Rue Victor Massé, 75009 Paris, France
1108;42030;Stéphanie Bouvard - Gambetta;True;30;13;17;8;9;True;True;2025-06-03 12:58:54+00:00;48.814548138856, 2.4024386957288;Ivry-sur-Seine;94041;Val-De-Marne;64 Boulevard du Colonel Fabien, 94200 Ivry-sur-Seine, France
1109;44004;Place de l'Eglise - Vitry-sur-Seine;True;28;2;25;24;1;True;True;2025-06-03 12:58:45+00:00;48.791922819921815, 2.395057752728462;Vitry-sur-Seine;94081;Val-De-Marne;6 Place Jean Martin, 94400 Vitry-sur-Seine, France
1110;24004;Paix - Verdun;True;0;0;0;0;0;False;False;2025-05-15 10:55:31+00:00;48.900504, 2.261173;Courbevoie;92026;Hauts-de-Seine;4 Boulevard De La Paix, 92400 Courbevoie, France
1111;1024;Coquillière - Louvre;True;21;5;16;12;4;True;True;2025-06-03 12:58:41+00:00;48.863795909662, 2.3425736278296;Paris;75056;Paris;20 Rue Coquillière, 75001 Paris, France
1112;51008;Martyrs de Châteaubriant - Jean Grandel;True;38;14;23;6;17;True;True;2025-06-03 12:58:47+00:00;48.951432, 2.211214;Argenteuil;95018;Val-D'Oise;12 Boulevard des Martyrs de Chateaubriand, 95100 Argenteuil, France
1113;19046;Porte de Pantin.;True;33;24;4;1;3;True;True;2025-06-03 12:58:30+00:00;48.889199725577, 2.3950181901455;Paris;75056;Paris;218 Avenue Jean Jaurès, 75019 Paris, France
1114;24101;Place Charles de Gaulle;True;24;24;0;0;0;True;True;2025-06-03 12:58:58+00:00;48.826073335699, 2.1894485725692;Ville-d'Avray;92077;Hauts-de-Seine;Mail du Docteur Bosvieux, 92410 Ville-d'Avray, France
1115;2102;Saint-Marc - Feydeau;True;37;7;30;12;18;True;True;2025-06-03 12:57:39+00:00;48.870326843044, 2.3418715826353;Paris;75056;Paris;1 Galerie Saint-Marc, 75002 Paris, France
1116;21329;Gare - Aristide Briand;True;29;8;19;19;0;True;True;2025-06-03 12:58:36+00:00;48.821410564722, 2.2555950104387;Issy-les-Moulineaux;92040;Hauts-de-Seine;11 Rue de la Gare, 92130 Issy-les-Moulineaux, France
1117;6029;Vaugirard - Monsieur le Prince;True;26;4;21;15;6;True;True;2025-06-03 12:56:09+00:00;48.848951441614, 2.3411329463124;Paris;75056;Paris;2 Rue de Vaugirard, 75006 Paris, France
1118;21704;Place du Maréchal de Lattre de Tassigny;True;27;12;13;6;7;True;True;2025-06-03 12:58:38+00:00;48.821707715257055, 2.2853431485432423;Vanves;92075;Hauts-de-Seine;2 Rue de la République, 92170 Vanves, France
1119;34013;Blanqui - Docteur Bauer;True;28;19;8;4;4;True;True;2025-06-03 12:59:03+00:00;48.907735489085, 2.3407192814591;Saint-Ouen-sur-Seine;93070;Seine-Saint-Denis;2 Rue Blanqui, 93400 Saint-Ouen-sur-Seine, France
1120;19121;Belleville -  Pré Saint-Gervais;True;21;19;2;0;2;True;True;2025-06-03 12:56:36+00:00;48.875565910073, 2.3930460959673;Paris;75056;Paris;Orizon assurance, Rue de Belleville, 75019 Paris, France
1121;23104;Quai de Sèvres - Manufacture Nationale;True;28;7;20;19;1;True;True;2025-06-03 12:59:01+00:00;48.828688, 2.22499;Sèvres;92072;Hauts-de-Seine;Rue de Saint-Cloud, 92310 Sèvres, France
1122;13015;Chevaleret - Louise Weiss;True;35;0;32;27;5;True;True;2025-06-03 12:57:22+00:00;48.832586513351, 2.37121138812;Paris;75056;Paris;153 Rue du Chevaleret, 75013 Paris, France
1123;21011;Silly - Louis Blériot;True;23;6;17;17;0;True;True;2025-06-03 12:54:08+00:00;48.83219045374266, 2.2340199351310734;Boulogne-Billancourt;92012;Hauts-de-Seine;159 Rue de Silly, 92100 Boulogne-Billancourt, France
1124;25007;Bons Raisins - Voltaire;True;24;21;3;0;3;True;True;2025-06-03 12:59:03+00:00;48.87282451461399, 2.1947155570850896;Rueil-Malmaison;92063;Hauts-de-Seine;43 Rue des Bons Raisins, 92500 Rueil-Malmaison, France
1125;20140;Paganini - Davout;True;22;13;9;9;0;True;True;2025-06-03 12:58:58+00:00;48.85135, 2.412021;Paris;75056;Paris;5 Rue Paganini, 75020 Paris, France
1126;19114;Manin - Secrétan;True;20;18;1;1;0;True;True;2025-06-03 12:59:00+00:00;48.8791665, 2.3787959;Paris;75056;Paris;33 Rue Manin, 75019 Paris, France
1127;48012;Stalingrad - Henri Luisette;True;26;21;5;2;3;True;True;2025-06-03 12:56:51+00:00;48.78363092456589, 2.366935946761926;Villejuif;94076;Val-De-Marne;96 Avenue de Stalingrad, 94800 Villejuif, France
1128;12123;Château de Vincennes;True;52;45;6;2;4;True;True;2025-06-03 12:58:57+00:00;48.84423193255657, 2.439209537709179;Paris;75056;Paris;1 Avenue de Nogent, 94300 Vincennes, France
1129;20010;Sorbier - Gasnier-Guy;True;34;33;0;0;0;True;True;2025-06-03 12:58:33+00:00;48.865217631011, 2.3936596512794;Paris;75056;Paris;46 Rue Sorbier, 75020 Paris, France
1130;21002;Place Denfert-Rochereau;True;20;0;19;19;0;True;True;2025-06-03 12:55:09+00:00;48.843252536286684, 2.245987951755524;Boulogne-Billancourt;92012;Hauts-de-Seine;5 Place Denfert-Rochereau, 92100 Boulogne-Billancourt, France
1131;42022;Gare RER - Maurice Grandcoing;True;37;4;33;32;1;True;True;2025-06-03 12:56:48+00:00;48.813881, 2.392429;Ivry-sur-Seine;94041;Val-De-Marne;7 Rue Maurice Grandcoing, 94200 Ivry-sur-Seine, France
1132;13024;Bobillot - Tolbiac;True;33;29;4;3;1;True;True;2025-06-03 12:51:09+00:00;48.8255961335041, 2.350204177200794;Paris;75056;Paris;81 Rue Bobillot, 75013 Paris, France
1133;26012;Jardin Modèle - Pierre Boudou;True;18;14;3;1;2;True;True;2025-06-03 12:53:36+00:00;48.914866710946, 2.3057010525935;Asnières-sur-Seine;92004;Hauts-de-Seine;19 Rue du Jardin Modèle, 92600 Asnières-sur-Seine, France
1134;19006;Mathis - Flandre;True;0;0;0;0;0;False;False;2024-09-05 10:54:01+00:00;48.890642989898, 2.3762554675341;Paris;75056;Paris;4 Rue Mathis, 75019 Paris, France
1135;23202;Henri Barbusse - Gabriel Péri;True;27;15;2;0;2;True;True;2025-06-03 12:54:08+00:00;48.801773795836, 2.2874166362216;Châtillon;92020;Hauts-de-Seine;1 Allée Henri Barbusse, 92320 Châtillon, France
1136;23041;Général Leclerc - Bièvre;True;25;3;21;20;1;True;True;2025-06-03 12:58:20+00:00;48.782414428747316, 2.3166695237159733;Bourg-la-Reine;92014;Hauts-de-Seine;52 Avenue du Général Leclerc, 92340 Bourg-la-Reine, France
1137;13049;Vincent Auriol - Louise Weiss;True;22;4;17;14;3;True;True;2025-06-03 12:57:07+00:00;48.834001935501, 2.3703888058662;Paris;75056;Paris;71 Rue Eugène Freyssinet, 75013 Paris, France
1138;31104;Mairie de Rosny-sous-Bois;True;30;7;22;2;20;True;True;2025-06-03 12:58:50+00:00;48.871256519012, 2.4865807592869;Rosny-sous-Bois;93064;Seine-Saint-Denis;6 Rue du Général Leclerc, 93110 Rosny-sous-Bois, France
1139;8202;Londres - Europe;True;27;23;4;1;3;True;True;2025-06-03 12:57:27+00:00;48.878618556803, 2.3248164693922;Paris;75056;Paris;58 Rue de Londres, 75008 Paris, France
1140;42024;Danielle Casanova - Ledru-Rollin;True;28;15;12;10;2;True;True;2025-06-03 12:57:33+00:00;48.815783497876815, 2.383259721100331;Ivry-sur-Seine;94041;Val-De-Marne;21 Rue Ledru-Rollin, 94200 Ivry-sur-Seine, France
1141;32011;Stade de France - Francis de Pressensé;True;44;24;18;10;8;True;True;2025-06-03 12:58:50+00:00;48.919141953558, 2.3620655760169;Saint-Denis;93066;Seine-Saint-Denis;1 Place des Droits de l’Homme, 93210 Saint-Denis, France
1142;5027;Gobelins - Port-Royal;True;40;14;23;20;3;True;True;2025-06-03 12:59:03+00:00;48.837135900263, 2.3515201359987;Paris;75056;Paris;22 Avenue des Gobelins, 75005 Paris, France
1143;17020;Jouffroy d'Abbans - Malesherbes;True;27;19;8;1;7;True;True;2025-06-03 12:57:05+00:00;48.8850134, 2.3070717;Paris;75056;Paris;49 Rue Jouffroy d'Abbans, 75017 Paris, France
1144;15203;Porte de Versailles;True;28;15;12;11;1;True;True;2025-06-03 12:56:32+00:00;48.832324016657, 2.2875617349045;Paris;75056;Paris;2 Avenue Ernest Renan, 75015 Paris, France
1145;8040;Pierre Charron - Champs-Elysées;True;32;1;29;18;11;True;True;2025-06-03 12:56:38+00:00;48.870103359864, 2.3043501377106;Paris;75056;Paris;67 Rue Pierre Charron, 75008 Paris, France
1146;48006;Maxime Gorki - Paul Vaillant-Couturier;True;20;16;3;0;3;True;True;2025-06-03 12:59:01+00:00;48.79673508795443, 2.3683342337608337;Villejuif;94076;Val-De-Marne;41 Boulevard Maxime Gorki, 94800 Villejuif, France
1147;10202;Bichat - Grange aux Belles;True;30;23;7;1;6;True;True;2025-06-03 12:55:11+00:00;48.873688, 2.365015;Paris;75056;Paris;42 Rue Bichat, 75010 Paris, France
1148;15012;Cambronne - Mademoiselle;True;67;63;3;0;3;True;True;2025-06-03 12:55:31+00:00;48.843277330035214, 2.30230766886348;Paris;75056;Paris;74 Rue Cambronne, 75015 Paris, France
1149;8018;Saint-Augustin;True;45;21;24;20;4;True;True;2025-06-03 12:58:22+00:00;48.8762009747008, 2.319786250591278;Paris;75056;Paris;18 Place Henri Bergson, 75008 Paris, France
1150;18016;Francoeur - Caulaincourt;True;34;27;5;0;5;True;True;2025-06-03 12:58:19+00:00;48.8899944409612, 2.342529706656933;Paris;75056;Paris;1 Rue Francoeur, 75018 Paris, France
1151;20142;Mûriers - Père Lachaise;True;20;18;1;0;1;True;True;2025-06-03 12:50:14+00:00;48.864130509668044, 2.39164982067019;Paris;75056;Paris;2 Rue des Mûriers, 75020 Paris, France
1152;15053;Lecourbe - Convention;True;46;40;4;3;1;True;True;2025-06-03 12:58:12+00:00;48.83923319241899, 2.2915197908878326;Paris;75056;Paris;248 Rue Lecourbe, 75015 Paris, France
1153;18010;Riquet - Marx Dormoy;True;36;29;6;2;4;True;True;2025-06-03 12:55:14+00:00;48.89021003702, 2.3601756244898;Paris;75056;Paris;100 Rue Riquet, 75018 Paris, France
1154;20003;Pyrénées - Cours de Vincennes;True;21;18;3;1;2;True;True;2025-06-03 12:58:34+00:00;48.847796779935, 2.4061721563339;Paris;75056;Paris;67 Cours de Vincennes, 75020 Paris, France
1155;48001;Chastenet de Géry - Marcel Paul;True;25;22;3;0;3;True;True;2025-06-03 12:57:49+00:00;48.800123, 2.3567359;Villejuif;94076;Val-De-Marne;12 Rue Marcel Paul, 94800 Villejuif, France
1156;15041;Franquet - Labrouste;True;37;37;0;0;0;True;True;2025-06-03 12:49:28+00:00;48.83287705011431, 2.306762784719467;Paris;75056;Paris;13 Rue Franquet, 75015 Paris, France
1157;18135;Ney - Porte de Montmartre;True;24;19;3;2;1;True;True;2025-06-03 12:55:28+00:00;48.897918, 2.3364872;Paris;75056;Paris;148 Boulevard Ney, 75018 Paris, France
1158;41602;Place Charles Digeon;True;32;18;10;9;1;True;True;2025-06-03 12:58:55+00:00;48.84354203133597, 2.418427169322968;Saint-Mandé;94067;Val-De-Marne;Avenue de Liège, 94160 Saint-Mandé, France
1159;34011;Clef des Champs - Albert Dhalenne;True;28;8;19;18;1;True;True;2025-06-03 12:56:36+00:00;48.914938, 2.330665;Saint-Ouen-sur-Seine;93070;Seine-Saint-Denis;48 Rue Albert Dhalenne, 93400 Saint-Ouen-sur-Seine, France
1160;13028;Gouthière - Poterne des Peupliers;True;33;4;29;26;3;True;True;2025-06-03 12:55:24+00:00;48.820507, 2.351342;Paris;75056;Paris;Gouthière - Poterne des Peupliers, Rue Gouthière, 75013 Paris, France
1161;24005;Edith Cavell - Volta;True;33;30;2;1;1;True;True;2025-06-03 12:58:57+00:00;48.901616564286975, 2.269354350864887;Courbevoie;92026;Hauts-de-Seine;14 Rue Edith Cavell, 92400 Courbevoie, France
1162;15069;Félix Faure - Convention;True;44;17;27;24;3;True;True;2025-06-03 12:55:59+00:00;48.841249336041, 2.2883866008495;Paris;75056;Paris;41 Avenue Félix Faure, 75015 Paris, France
1163;13116;Place du Docteur Yersin;True;50;34;15;13;2;True;True;2025-06-03 12:56:48+00:00;48.82010494991975, 2.3725583776831627;Paris;75056;Paris;2z1 Avenue de la Porte d'Ivry, 75013 Paris, France
1164;20012;Buzenval - Vignoles;True;17;15;2;2;0;True;True;2025-06-03 12:57:31+00:00;48.853858171688, 2.4000040814281;Paris;75056;Paris;83 Rue de Buzenval, 75020 Paris, France
1165;11111;Léon Frot - Charonne;True;19;16;3;2;1;True;True;2025-06-03 12:57:23+00:00;48.854963800335234, 2.387217085372007;Paris;75056;Paris;31 Rue Léon Frot, 75011 Paris, France
1166;14004;Port Royal - Hôpital Cochin;True;23;17;5;3;2;True;True;2025-06-03 12:58:37+00:00;48.838608030238, 2.3406994164846;Paris;75056;Paris;82 Boulevard de Port-Royal, 75014 Paris, France
1167;19117;Euryale Dehaynin - Loire;True;30;27;1;0;1;True;True;2025-06-03 12:58:31+00:00;48.886248917304805, 2.3774591088294987;Paris;75056;Paris;19 Rue Euryale Dehaynin, 75019 Paris, France
1168;14027;Gergovie - Alésia;True;54;49;4;2;2;True;True;2025-06-03 12:57:06+00:00;48.83088717455243, 2.318882101207347;Paris;75056;Paris;98 Rue de Gergovie, 75014 Paris, France
1169;21022;Dôme - République;True;25;6;17;11;6;True;True;2025-06-03 12:57:09+00:00;48.832681, 2.250257;Boulogne-Billancourt;92012;Hauts-de-Seine;43 Rue du Dôme, 92100 Boulogne-Billancourt, France
1170;48002;LCL Campus - Place Oscar Niemeyer;True;37;34;2;0;2;True;True;2025-06-03 12:53:38+00:00;48.805342480621576, 2.363983690738678;Villejuif;94076;Val-De-Marne;39 Avenue de Paris, 94800 Villejuif, France
1171;10003;Hauteville - Bonne Nouvelle;True;17;6;10;2;8;True;True;2025-06-03 12:56:49+00:00;48.87077436024, 2.3496496368327;Paris;75056;Paris;1 Rue d'Hauteville, 75010 Paris, France
1172;15024;Suffren - La Motte-Piquet;True;23;20;3;3;0;True;True;2025-06-03 12:58:55+00:00;48.850881230919, 2.3012199997902;Paris;75056;Paris;88 Avenue de Suffren, 75015 Paris, France
1173;11022;Roquette - Auguste Laurent;True;16;9;7;3;4;True;True;2025-06-03 12:58:58+00:00;48.858001906023354, 2.381797702650783;Paris;75056;Paris;18 Rue Auguste Laurent, 75011 Paris, France
1174;12119;Dom-Pérignon - Gravelle;True;50;37;7;6;1;True;True;2025-06-03 12:58:53+00:00;48.825481574435, 2.409880310297;Paris;75056;Paris;42 Avenue de Gravelle, 94220 Charenton-le-Pont, France
1175;41103;Place de la vache noire;True;25;20;2;0;2;True;True;2025-06-03 12:57:45+00:00;48.81040517059777, 2.327060401439667;Arcueil;94003;Val-De-Marne;3 Place de la Vache Noire, 94110 Arcueil, France
1176;10009;Mairie du 10ème;True;19;12;6;1;5;True;True;2025-06-03 12:56:12+00:00;48.872089449907, 2.3575825989246;Paris;75056;Paris;78 Rue du Faubourg Saint-Martin, 75010 Paris, France
1177;42303;Place Eustache Deschamps;True;20;5;15;11;4;True;True;2025-06-03 12:58:32+00:00;48.793855, 2.336637;Cachan;94016;Val-De-Marne;3 Place Eustache Deschamps, 94230 Cachan, France
1178;13006;Duméril - Jeanne d'Arc;True;40;37;3;3;0;True;True;2025-06-03 12:58:38+00:00;48.838151608087, 2.3571084495564;Paris;75056;Paris;2 Rue Duméril, 75013 Paris, France
1179;41605;Général De Gaulle - Vivien;True;22;13;8;3;5;True;True;2025-06-03 12:53:48+00:00;48.83607420090204, 2.4189166724681854;Saint-Mandé;94067;Val-De-Marne;120 Avenue du Général de Gaulle, 94160 Saint-Mandé, France
1180;23803;Sydney Bechet - Jacques Gautier;True;20;19;1;0;1;True;True;2025-06-03 12:54:23+00:00;48.844373437692, 2.1882475733068;Garches;92033;Hauts-de-Seine;88 Grande Rue, 92380 Garches, France
1181;30003;Moscou - Edouard Vaillant;True;30;8;19;12;7;True;True;2025-06-03 12:57:31+00:00;48.90755810177, 2.4689837335263;Bobigny;93008;Seine-Saint-Denis;6 Rue de Moscou, 93000 Bobigny, France
1182;43007;Hôtel de Ville de Vincennes;True;27;13;11;4;7;True;True;2025-06-03 12:58:32+00:00;48.84827609706963, 2.4398955702781677;Vincennes;94080;Val-De-Marne;4 Avenue de Vorges, 94300 Vincennes, France
1183;35013;Guillaume Tell - Parc Henri Barbusse;True;20;19;1;0;1;True;True;2025-06-03 12:53:32+00:00;48.88958925894009, 2.4198862910270695;Pantin;93055;Seine-Saint-Denis;65 Rue Benjamin Delessert, 93500 Pantin, France
1184;16025;Jean de la Fontaine - Boulainvilliers;True;68;44;23;18;5;True;True;2025-06-03 12:55:24+00:00;48.85264791461651, 2.2758664190769196;Paris;75056;Paris;Rue de Boulainvilliers, 75016 Paris, France
1185;20020;Pyrénées - Charles Renouvier;True;29;29;0;0;0;True;True;2025-06-03 12:55:49+00:00;48.86095933229224, 2.400421852042113;Paris;75056;Paris;183 Rue des Pyrénées, 75020 Paris, France
1186;13036;Olympiades;True;36;30;5;1;4;True;True;2025-06-03 12:57:34+00:00;48.826764665199, 2.3650860786438;Paris;75056;Paris;103 Rue de Tolbiac, 75013 Paris, France
1187;12008;Hector Malot - Daumesnil;True;54;43;10;8;2;True;True;2025-06-03 12:58:41+00:00;48.84693552991762, 2.3770876228809357;Paris;75056;Paris;19 Rue Hector Malot, 75012 Paris, France
1188;14009;Tombe Issoire - René Coty;True;36;31;5;0;5;True;True;2025-06-03 12:58:16+00:00;48.830512876709, 2.3343613743782;Paris;75056;Paris;46 Rue de la Tombe Issoire, 75014 Paris, France
1189;12102;Bercy - Traversiére;True;30;7;23;16;7;True;True;2025-06-03 12:57:50+00:00;48.846192642574, 2.3703800886869;Paris;75056;Paris;224 Rue de Bercy, 75012 Paris, France
1190;17117;Pereire - Saussure;True;32;31;0;0;0;True;True;2025-06-03 12:57:36+00:00;48.888229075478, 2.3101296275854;Paris;75056;Paris;2 Boulevard Pereire, 75017 Paris, France
1191;13120;Pierre Joseph Desault;True;19;10;9;7;2;True;True;2025-06-03 12:53:50+00:00;48.82110230800372, 2.378775402903557;Paris;75056;Paris;2 Avenue Pierre Sémard, 94200 Ivry-sur-Seine, France
1192;16017;Siam - La Pompe;True;16;16;0;0;0;True;True;2025-06-03 12:55:15+00:00;48.861720329027264, 2.275346568555312;Paris;75056;Paris;1b Rue de Siam, 75016 Paris, France
1193;15050;Dominique Pado - Croix Nivert;True;22;17;5;2;3;True;True;2025-06-03 12:58:37+00:00;48.83648798164934, 2.2897250577807426;Paris;75056;Paris;17 Rue Dominique Pado, 75015 Paris, France
1194;18021;Marcadet - Ramey;True;39;36;2;0;2;True;True;2025-06-03 12:57:05+00:00;48.890875, 2.3449019;Paris;75056;Paris;93 Rue Marcadet, 75018 Paris, France
1195;43004;Montreuil - République;True;25;14;11;7;4;True;True;2025-06-03 12:55:56+00:00;48.85026349463687, 2.4345204234123234;Vincennes;94080;Val-De-Marne;43 Rue de Montreuil, 94300 Vincennes, France
1196;16116;George Sand - Jean de La Fontaine;True;29;20;9;5;4;True;True;2025-06-03 12:57:04+00:00;48.84986918764119, 2.268257387525699;Paris;75056;Paris;21 Rue George Sand, 75016 Paris, France
1197;5033;Saint-Séverin - Saint-Michel;True;30;21;6;5;1;True;True;2025-06-03 12:57:15+00:00;48.852731305488, 2.3440927639604;Paris;75056;Paris;42 Rue Saint-Séverin, 75005 Paris, France
1198;20013;Alexandre Dumas - Place de la Réunion;True;45;44;1;0;1;True;True;2025-06-03 12:53:02+00:00;48.85533710742046, 2.3997703687646292;Paris;75056;Paris;106 Rue Alexandre Dumas, 75020 Paris, France
